-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1	-2	94	1
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	0	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	0	7	2	-2	94	0
-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	4	0	7	2	-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	4	-2	94	4
